Read_Name	Origin_Gene	Mapped_Gene
Read98480	PKD1	PKD1
Read4331	PKD1P5	PKD1P5
Read15582	PKD1P4	PKD1P3
Read84364	PKD1P4	PKD1P4
Read72088	PKD1P5	PKD1P5
Read59057	PKD1	PKD1
Read74555	PKD1P4	PKD1P4
Read25026	PKD1P3	PKD1P3
Read5407	PKD1	PKD1
Read39948	PKD1P4	PKD1P1
Read65189	PKD1	PKD1
Read75358	PKD1P4	PKD1P4
Read55409	PKD1P5	PKD1P5
Read32939	PKD1P6	PKD1P6
Read63926	PKD1P6	PKD1P6
Read64984	PKD1P2	PKD1P2
Read48501	PKD1P4	PKD1P4
Read24882	PKD1P6	PKD1P6
Read18667	PKD1P1	PKD1P1
Read34495	PKD1P2	PKD1P1
Read24398	PKD1P6	PKD1P6
Read9256	PKD1P5	PKD1P2
Read22974	PKD1P2	PKD1P2
Read77317	PKD1	PKD1
Read27667	PKD1P1	PKD1P1
Read87540	PKD1P6	PKD1P5
Read50472	PKD1	PKD1
Read60704	PKD1	PKD1
Read17157	PKD1P3	PKD1P3
Read68386	PKD1	PKD1
Read68570	PKD1P5	PKD1P5
Read29502	PKD1P6	PKD1P6
Read33873	PKD1P2	PKD1P2
Read61024	PKD1P6	PKD1P6
Read18987	PKD1P4	PKD1P4
Read62184	PKD1	PKD1
Read71680	PKD1P3	PKD1P2
Read51802	PKD1P2	PKD1P4
Read87627	PKD1P6	PKD1P6
Read47660	PKD1P3	PKD1P3
Read83965	PKD1P5	PKD1P5
Read45934	PKD1	PKD1
Read8133	PKD1P4	PKD1P6
Read28053	PKD1P2	PKD1P2
Read38	PKD1P2	PKD1P1
Read64867	PKD1P4	PKD1P4
Read79062	PKD1P1	PKD1P3
Read85916	PKD1P5	PKD1P1
Read88928	PKD1P2	PKD1P2
Read49489	PKD1P5	PKD1P4
Read3956	PKD1P5	PKD1P1
Read50401	PKD1P3	PKD1P3
Read5285	PKD1P2	PKD1P2
Read39766	PKD1P1	PKD1P1
Read13757	PKD1P1	PKD1P1
Read26292	PKD1P4	PKD1P4
Read65751	PKD1P2	PKD1
Read47647	PKD1P2	PKD1P2
Read81181	PKD1P1	PKD1P1
Read48966	PKD1	PKD1
Read41814	PKD1P6	PKD1P6
Read80538	PKD1P6	PKD1P6
Read75593	PKD1P4	PKD1P3
Read72185	PKD1P3	PKD1P3
Read95986	PKD1P2	PKD1P2
Read5869	PKD1P4	PKD1P2
Read35704	PKD1	PKD1
Read19176	PKD1P2	PKD1P5
Read39421	PKD1P1	PKD1P3
Read15001	PKD1P1	PKD1P4
Read11634	PKD1P1	PKD1P1
Read18106	PKD1P2	PKD1P3
Read59649	PKD1P5	PKD1P5
Read99139	PKD1P3	PKD1P5
Read8045	PKD1P1	PKD1P1
Read33393	PKD1	PKD1
Read94650	PKD1P1	PKD1P4
Read80822	PKD1P4	PKD1P5
Read26623	PKD1P2	PKD1P2
Read75485	PKD1	PKD1
Read28795	PKD1P1	PKD1P1
Read70462	PKD1P4	PKD1P4
Read6125	PKD1P3	PKD1P3
Read48021	PKD1P5	PKD1P2
Read29240	PKD1	PKD1
Read65399	PKD1P5	PKD1P5
Read10791	PKD1P2	PKD1P2
Read54675	PKD1P1	PKD1P1
Read40527	PKD1P6	PKD1P6
Read75325	PKD1P4	PKD1P4
Read54557	PKD1P6	PKD1P6
Read92336	PKD1P6	PKD1P6
Read20658	PKD1P1	PKD1P3
Read93010	PKD1P1	PKD1P5
Read90526	PKD1P4	PKD1P4
Read55413	PKD1P3	PKD1P3
Read82152	PKD1	PKD1
Read93850	PKD1P4	PKD1P3
Read12629	PKD1	PKD1P5
Read35869	PKD1P4	PKD1P3
Read82409	PKD1P4	PKD1P4
Read88856	PKD1P5	PKD1P1
Read73805	PKD1P1	PKD1P5
Read83842	PKD1P3	PKD1P4
Read28076	PKD1P4	PKD1P4
Read68268	PKD1P1	PKD1P1
Read86296	PKD1P6	PKD1P4
Read56335	PKD1P5	PKD1P1
Read90462	PKD1	PKD1
Read21273	PKD1P4	PKD1P4
Read78570	PKD1P3	PKD1P5
Read42723	PKD1P2	PKD1P5
Read1924	PKD1P6	PKD1P6
Read82413	PKD1P4	PKD1P2
Read82741	PKD1P1	PKD1P6
Read91429	PKD1P1	PKD1P1
Read12544	PKD1P6	PKD1P6
Read10288	PKD1P3	PKD1P3
Read98985	PKD1P2	PKD1P2
Read160	PKD1P4	PKD1P4
Read75349	PKD1P5	PKD1P5
Read34516	PKD1P5	PKD1P5
Read40195	PKD1	PKD1
Read92828	PKD1P2	PKD1P2
Read26617	PKD1P3	PKD1P3
Read55581	PKD1P4	PKD1P3
Read66800	PKD1	PKD1
Read7436	PKD1	PKD1
Read40382	PKD1	PKD1
Read33604	PKD1P1	PKD1P3
Read85927	PKD1P6	PKD1P6
Read89145	PKD1P3	PKD1P4
Read18227	PKD1P2	PKD1P2
Read33658	PKD1P3	PKD1P3
Read19868	PKD1P5	PKD1P1
Read70031	PKD1P6	PKD1P6
Read49977	PKD1P4	PKD1P1
Read80035	PKD1P4	PKD1P4
Read47757	PKD1P6	PKD1P6
Read89093	PKD1P3	PKD1P3
Read66664	PKD1P2	PKD1P5
Read94973	PKD1	PKD1
Read96974	PKD1P4	PKD1P4
Read13820	PKD1P5	PKD1P4
Read5421	PKD1P3	PKD1P3
Read98416	PKD1P3	PKD1P3
Read54242	PKD1P1	PKD1P5
Read68745	PKD1P4	PKD1P4
Read64056	PKD1P1	PKD1P1
Read75611	PKD1P4	PKD1P4
Read81590	PKD1P6	PKD1P6
Read27719	PKD1P6	PKD1P6
Read4571	PKD1P2	PKD1P2
Read1086	PKD1P3	PKD1P3
Read63457	PKD1P4	PKD1P4
Read76761	PKD1P4	PKD1P4
Read81506	PKD1P6	PKD1P6
Read32156	PKD1P2	PKD1P5
Read14955	PKD1P2	PKD1P2
Read58337	PKD1P5	PKD1P2
Read1709	PKD1	PKD1
Read58109	PKD1P1	PKD1P1
Read7225	PKD1P1	PKD1P5
Read1139	PKD1P6	PKD1P6
Read66300	PKD1P5	PKD1P1
Read56677	PKD1P6	PKD1P6
Read10056	PKD1P3	PKD1P3
Read95105	PKD1	PKD1
Read59177	PKD1	PKD1
Read57219	PKD1P1	PKD1P4
Read81012	PKD1P4	PKD1P2
Read38636	PKD1	PKD1
Read69728	PKD1P2	PKD1P2
Read94011	PKD1P2	PKD1P2
Read213	PKD1P2	PKD1P2
Read71563	PKD1P3	PKD1P3
Read57278	PKD1P2	PKD1P2
Read64750	PKD1P4	PKD1P4
Read17684	PKD1P3	PKD1P3
Read89962	PKD1P5	PKD1P1
Read67015	PKD1P3	PKD1P5
Read90452	PKD1P1	PKD1P1
Read35105	PKD1	PKD1
Read73740	PKD1P6	PKD1P6
Read431	PKD1P3	PKD1P6
Read37548	PKD1P1	PKD1P4
Read39724	PKD1P6	PKD1P6
Read66208	PKD1P1	PKD1P5
Read77239	PKD1P6	PKD1P6
Read70801	PKD1P6	PKD1P6
Read87188	PKD1P6	PKD1P6
Read25744	PKD1P4	PKD1P4
Read19248	PKD1P3	PKD1P3
Read19390	PKD1P3	PKD1P1
Read47891	PKD1P2	PKD1P2
Read96832	PKD1P4	PKD1P4
Read79867	PKD1P6	PKD1P3
Read29426	PKD1P2	PKD1P5
Read46745	PKD1P6	PKD1P6
Read23786	PKD1P3	PKD1P3
Read57158	PKD1P5	PKD1P1
Read58851	PKD1P6	PKD1P6
Read6082	PKD1P5	PKD1P5
Read91506	PKD1P6	PKD1P6
Read98967	PKD1P1	PKD1P5
Read18504	PKD1P1	PKD1P1
Read92335	PKD1P1	PKD1P1
Read64757	PKD1	PKD1
Read39483	PKD1P5	PKD1P4
Read19830	PKD1P5	PKD1P1
Read65214	PKD1	PKD1
Read93622	PKD1P5	PKD1P6
Read67881	PKD1	PKD1
Read53968	PKD1P5	PKD1P4
Read61650	PKD1	PKD1
Read6142	PKD1	PKD1
Read87524	PKD1	PKD1
Read1818	PKD1P2	PKD1P2
Read16649	PKD1P2	PKD1P2
Read38960	PKD1	PKD1
Read71063	PKD1P4	PKD1P3
Read11520	PKD1P6	PKD1P6
Read74538	PKD1P2	PKD1P2
Read75919	PKD1P2	PKD1P2
Read69442	PKD1P3	PKD1P3
Read99987	PKD1P6	PKD1P6
Read45334	PKD1P3	PKD1P3
Read64964	PKD1P3	PKD1P3
Read61267	PKD1P6	PKD1P6
Read84818	PKD1P4	PKD1P1
Read89170	PKD1P4	PKD1P2
Read8419	PKD1P3	PKD1P3
Read44147	PKD1	PKD1
Read48752	PKD1P5	PKD1P5
Read35319	PKD1P2	PKD1P2
Read33146	PKD1	PKD1
Read4617	PKD1	PKD1
Read20206	PKD1P4	PKD1P4
Read15118	PKD1P4	PKD1P2
Read95488	PKD1P1	PKD1P1
Read42496	PKD1P1	PKD1P3
Read86618	PKD1P6	PKD1P6
Read74681	PKD1P4	PKD1P4
Read61763	PKD1P1	PKD1P4
Read78800	PKD1	PKD1
Read58050	PKD1P1	PKD1P5
Read77085	PKD1	PKD1P3
Read24699	PKD1	PKD1
Read77677	PKD1P6	PKD1P6
Read81607	PKD1P5	PKD1P5
Read62696	PKD1P4	PKD1P3
Read26198	PKD1P6	PKD1P6
Read23013	PKD1P6	PKD1P6
Read64927	PKD1P5	PKD1P1
Read17182	PKD1	PKD1
Read13502	PKD1P1	PKD1P1
Read59695	PKD1	PKD1
Read76431	PKD1P6	PKD1P6
Read33492	PKD1P5	PKD1P5
Read56977	PKD1P5	PKD1P1
Read87089	PKD1P1	PKD1P5
Read89050	PKD1P6	PKD1P1
Read84604	PKD1P1	PKD1P5
Read13535	PKD1P2	PKD1P4
Read21135	PKD1P5	PKD1P2
Read38318	PKD1P3	PKD1P3
Read15279	PKD1P4	PKD1P4
Read24094	PKD1P2	PKD1P2
Read6393	PKD1P4	PKD1P1
Read63743	PKD1P2	PKD1P4
Read92766	PKD1P6	PKD1P6
Read70790	PKD1P3	PKD1P3
Read77357	PKD1P6	PKD1P6
Read35656	PKD1P2	PKD1P1
Read12417	PKD1	PKD1
Read40274	PKD1P3	PKD1P3
Read88330	PKD1P6	PKD1P6
Read4268	PKD1P6	PKD1P6
Read96076	PKD1P3	PKD1P3
Read76536	PKD1	PKD1
Read6586	PKD1P3	PKD1P1
Read45871	PKD1P2	PKD1P5
Read35346	PKD1P4	PKD1P4
Read92896	PKD1P3	PKD1P3
Read75084	PKD1P2	PKD1P2
Read50809	PKD1P5	PKD1P6
Read297	PKD1P6	PKD1P2
Read53301	PKD1	PKD1
Read83189	PKD1	PKD1
Read48063	PKD1	PKD1
Read11550	PKD1P3	PKD1P3
Read60151	PKD1P2	PKD1P2
Read77888	PKD1P4	PKD1P4
Read19897	PKD1P5	PKD1P2
Read5781	PKD1P4	PKD1P2
Read55433	PKD1P3	PKD1P6
Read23466	PKD1P6	PKD1P6
Read10014	PKD1P5	PKD1P5
Read42559	PKD1P5	PKD1P2
Read40184	PKD1P5	PKD1P5
Read71473	PKD1P1	PKD1P3
Read76622	PKD1P5	PKD1P5
Read20897	PKD1P6	PKD1P6
Read18994	PKD1	PKD1
Read60482	PKD1P4	PKD1P4
Read30706	PKD1P1	PKD1P3
Read38575	PKD1P2	PKD1P2
Read54881	PKD1P2	PKD1P1
Read45182	PKD1P5	PKD1P5
Read73455	PKD1P2	PKD1P2
Read61864	PKD1P3	PKD1P3
Read38185	PKD1P3	PKD1P3
Read17734	PKD1P3	PKD1P5
Read29389	PKD1P1	PKD1P1
Read43929	PKD1	PKD1
Read4314	PKD1P1	PKD1P6
Read80214	PKD1P4	PKD1P5
Read84815	PKD1	PKD1
Read5128	PKD1P5	PKD1P3
Read15878	PKD1P3	PKD1P3
Read21681	PKD1P2	PKD1P1
Read72956	PKD1P4	PKD1P1
Read12378	PKD1P4	PKD1P1
Read25861	PKD1	PKD1
Read45061	PKD1P4	PKD1P4
Read71296	PKD1P5	PKD1P5
Read76686	PKD1	PKD1
Read62922	PKD1P2	PKD1P2
Read10196	PKD1P4	PKD1P4
Read84678	PKD1P4	PKD1P3
Read58799	PKD1P6	PKD1P6
Read2247	PKD1P2	PKD1P2
Read56137	PKD1	PKD1
Read75850	PKD1P2	PKD1P5
Read87133	PKD1P3	PKD1P5
Read11817	PKD1P4	PKD1P1
Read76653	PKD1P4	PKD1P4
Read93430	PKD1P1	PKD1P1
Read77167	PKD1P3	PKD1P3
Read59713	PKD1P1	PKD1P2
Read1631	PKD1P4	PKD1P4
Read94183	PKD1P2	PKD1P2
Read6255	PKD1P6	PKD1P6
Read33939	PKD1P1	PKD1P5
Read92001	PKD1	PKD1
Read67149	PKD1P4	PKD1P4
Read26516	PKD1P4	PKD1P6
Read48516	PKD1P6	PKD1P5
Read10095	PKD1P4	PKD1P1
Read84302	PKD1P4	PKD1P4
Read80045	PKD1P5	PKD1P5
Read85593	PKD1P5	PKD1P5
Read1505	PKD1P6	PKD1P2
Read18752	PKD1	PKD1
Read59628	PKD1	PKD1
Read91913	PKD1P5	PKD1P5
Read3674	PKD1P1	PKD1P4
Read42669	PKD1	PKD1
Read71760	PKD1P3	PKD1P3
Read35353	PKD1P6	PKD1P6
Read79471	PKD1P1	PKD1P5
Read24660	PKD1P5	PKD1P5
Read64303	PKD1P5	PKD1P2
Read75929	PKD1P5	PKD1P3
Read28745	PKD1P6	PKD1P6
Read48732	PKD1	PKD1
Read48318	PKD1P1	PKD1P5
Read70791	PKD1P1	PKD1P3
Read83806	PKD1	PKD1
Read54577	PKD1P1	PKD1P1
Read67751	PKD1P3	PKD1P3
Read11203	PKD1P2	PKD1P2
Read72586	PKD1P5	PKD1P5
Read96610	PKD1	PKD1
Read3100	PKD1P6	PKD1P6
Read25007	PKD1P6	PKD1P6
Read23382	PKD1	PKD1
Read38496	PKD1P2	PKD1P5
Read16604	PKD1P2	PKD1P2
Read30053	PKD1P5	PKD1P3
Read61968	PKD1P4	PKD1P4
Read49273	PKD1P1	PKD1P2
Read98376	PKD1P3	PKD1P3
Read53052	PKD1	PKD1
Read88984	PKD1P5	PKD1P1
Read57823	PKD1	PKD1
Read44709	PKD1P3	PKD1P3
Read7469	PKD1P5	PKD1P3
Read43760	PKD1	PKD1
Read6245	PKD1P1	PKD1P1
Read41157	PKD1P1	PKD1P3
Read24097	PKD1	PKD1
Read73071	PKD1P6	PKD1P6
Read84785	PKD1P2	PKD1P4
Read33524	PKD1P2	PKD1P2
Read62179	PKD1P6	PKD1P6
Read8512	PKD1	PKD1
Read83540	PKD1P2	PKD1P2
Read52647	PKD1P1	PKD1P1
Read30220	PKD1	PKD1
Read29284	PKD1P5	PKD1P5
Read73347	PKD1P4	PKD1P1
Read56911	PKD1P6	PKD1P6
Read72334	PKD1P1	PKD1P4
Read96994	PKD1P4	PKD1P4
Read42739	PKD1P4	PKD1P4
Read79033	PKD1P2	PKD1P6
Read59776	PKD1P3	PKD1P3
Read27585	PKD1P6	PKD1P6
Read13233	PKD1	PKD1
Read86909	PKD1P2	PKD1P4
Read84078	PKD1P4	PKD1P2
Read36489	PKD1P4	PKD1P4
Read63331	PKD1	PKD1
Read35284	PKD1P3	PKD1P4
Read99434	PKD1P5	PKD1P5
Read58027	PKD1P2	PKD1P2
Read81677	PKD1P2	PKD1P2
Read76102	PKD1P4	PKD1P2
Read91986	PKD1P2	PKD1P5
Read63827	PKD1P5	PKD1P5
Read47949	PKD1	PKD1
Read61888	PKD1P5	PKD1P5
Read31320	PKD1P3	PKD1P3
Read84331	PKD1P3	PKD1P4
Read30408	PKD1P2	PKD1P6
Read87444	PKD1P2	PKD1P2
Read62224	PKD1P5	PKD1P6
Read20189	PKD1P6	PKD1P6
Read25259	PKD1	PKD1
Read66946	PKD1P3	PKD1P3
Read75393	PKD1P2	PKD1P2
Read40434	PKD1P5	PKD1P5
Read63492	PKD1P3	PKD1P4
Read9098	PKD1P5	PKD1P5
Read59039	PKD1P3	PKD1P3
Read67691	PKD1P6	PKD1P6
Read43270	PKD1P2	PKD1P2
Read19419	PKD1P2	PKD1P5
Read25518	PKD1P4	PKD1P4
Read57937	PKD1P2	PKD1P4
Read77216	PKD1	PKD1
Read80230	PKD1	PKD1
Read36807	PKD1P4	PKD1P4
Read97766	PKD1P6	PKD1P6
Read77563	PKD1	PKD1
Read30148	PKD1P4	PKD1P4
Read10637	PKD1P4	PKD1P4
Read59338	PKD1P4	PKD1P1
Read1864	PKD1P5	PKD1P2
Read69275	PKD1P3	PKD1P3
Read85415	PKD1P2	PKD1P2
Read9206	PKD1P2	PKD1P2
Read18600	PKD1P3	PKD1P3
Read99825	PKD1P6	PKD1P6
Read69691	PKD1P6	PKD1P6
Read17604	PKD1P2	PKD1P2
Read54788	PKD1	PKD1
Read36865	PKD1P3	PKD1P3
Read36094	PKD1P1	PKD1P6
Read42320	PKD1P4	PKD1P4
Read51655	PKD1	PKD1
Read5950	PKD1P3	PKD1P6
Read3379	PKD1P4	PKD1P4
Read7682	PKD1P1	PKD1P1
Read25864	PKD1P3	PKD1P5
Read32473	PKD1P4	PKD1P4
Read1083	PKD1P1	PKD1P1
Read50753	PKD1P3	PKD1P3
Read11494	PKD1P3	PKD1P1
Read57043	PKD1	PKD1
Read83284	PKD1P4	PKD1P2
Read8232	PKD1P3	PKD1
Read40774	PKD1P2	PKD1P2
Read10316	PKD1	PKD1
Read74217	PKD1	PKD1
Read40797	PKD1P1	PKD1P1
Read70077	PKD1P1	PKD1P1
Read86329	PKD1P4	PKD1P4
Read8174	PKD1P1	PKD1P1
Read38093	PKD1P3	PKD1P1
Read41225	PKD1P3	PKD1P3
Read80262	PKD1	PKD1
Read46098	PKD1P5	PKD1P3
Read39466	PKD1P6	PKD1P6
Read85265	PKD1	PKD1
Read90071	PKD1P5	PKD1P5
Read96212	PKD1P1	PKD1P1
Read97612	PKD1P5	PKD1P3
Read98162	PKD1P1	PKD1P1
Read25337	PKD1P6	PKD1P6
Read19734	PKD1P5	PKD1P1
Read68790	PKD1	PKD1
Read80541	PKD1P2	PKD1P5
Read70206	PKD1P5	PKD1P3
Read86984	PKD1P6	PKD1P6
Read58213	PKD1P1	PKD1P3
Read96124	PKD1P5	PKD1P1
Read41100	PKD1P6	PKD1P4
Read58798	PKD1P4	PKD1P4
Read96184	PKD1P6	PKD1P6
Read39591	PKD1P3	PKD1P3
Read21590	PKD1	PKD1
Read81589	PKD1P3	PKD1P3
Read75985	PKD1P4	PKD1P4
Read79474	PKD1P3	PKD1P3
Read40886	PKD1P6	PKD1P6
Read38525	PKD1P2	PKD1P2
Read66132	PKD1P1	PKD1P3
Read4475	PKD1P2	PKD1P2
Read18175	PKD1P6	PKD1P6
Read63064	PKD1P1	PKD1P3
Read74312	PKD1P1	PKD1P5
Read56809	PKD1P6	PKD1P6
Read29873	PKD1P1	PKD1P1
Read33656	PKD1P5	PKD1P6
Read59975	PKD1P2	PKD1P2
Read66236	PKD1	PKD1
Read86460	PKD1P2	PKD1P1
Read11795	PKD1P4	PKD1P4
Read21197	PKD1P5	PKD1P5
Read75133	PKD1P6	PKD1P6
Read94587	PKD1P5	PKD1P2
Read71482	PKD1P3	PKD1P3
Read22561	PKD1P4	PKD1P4
Read47265	PKD1P6	PKD1P6
Read56202	PKD1P4	PKD1P1
Read73121	PKD1P3	PKD1P3
Read78075	PKD1P2	PKD1P2
Read13966	PKD1P1	PKD1P3
Read96812	PKD1P2	PKD1P2
Read41224	PKD1P2	PKD1P2
Read66642	PKD1P6	PKD1P6
Read17166	PKD1P1	PKD1P1
Read89722	PKD1P4	PKD1P4
Read39339	PKD1P6	PKD1P6
Read52047	PKD1P2	PKD1P2
Read47802	PKD1P3	PKD1P3
Read56208	PKD1P1	PKD1P1
Read73996	PKD1P6	PKD1P6
Read48712	PKD1P3	PKD1P3
Read44417	PKD1P1	PKD1P1
Read94463	PKD1P2	PKD1P2
Read48239	PKD1P1	PKD1P1
Read33071	PKD1P2	PKD1P2
Read34858	PKD1P2	PKD1P2
Read53715	PKD1P1	PKD1P1
Read67499	PKD1	PKD1
Read87031	PKD1	PKD1
Read22661	PKD1P4	PKD1P2
Read43705	PKD1P1	PKD1P1
Read67736	PKD1P1	PKD1P1
Read12694	PKD1P6	PKD1P6
Read58086	PKD1	PKD1
Read19256	PKD1	PKD1
Read76979	PKD1P3	PKD1P4
Read87616	PKD1P5	PKD1P1
Read55751	PKD1P4	PKD1P1
Read83316	PKD1P5	PKD1P5
Read88989	PKD1P4	PKD1P4
Read80190	PKD1	PKD1
Read20027	PKD1	PKD1
Read26681	PKD1P3	PKD1P3
Read14189	PKD1P4	PKD1P4
Read65558	PKD1P2	PKD1P2
Read6789	PKD1P2	PKD1P1
Read12929	PKD1P2	PKD1P4
Read95526	PKD1P2	PKD1P5
Read56731	PKD1P2	PKD1P2
Read37145	PKD1P1	PKD1P1
Read60333	PKD1P1	PKD1P1
Read92944	PKD1P5	PKD1P1
Read54832	PKD1P4	PKD1P4
Read15782	PKD1P1	PKD1P1
Read90158	PKD1P2	PKD1P5
Read96761	PKD1P6	PKD1P6
Read19891	PKD1P2	PKD1P4
Read85478	PKD1	PKD1
Read71005	PKD1P5	PKD1P5
Read59998	PKD1P4	PKD1P4
Read93424	PKD1	PKD1
Read5143	PKD1P3	PKD1P3
Read88935	PKD1P1	PKD1P6
Read299	PKD1P1	PKD1P4
Read14562	PKD1P6	PKD1P6
Read27115	PKD1P4	PKD1P4
Read31415	PKD1P6	PKD1P6
Read63125	PKD1P4	PKD1P4
Read17930	PKD1P5	PKD1P5
Read85378	PKD1P4	PKD1P4
Read6328	PKD1P5	PKD1P5
Read45463	PKD1P4	PKD1P4
Read52389	PKD1P6	PKD1
Read31395	PKD1P2	PKD1P2
Read98374	PKD1P6	PKD1P4
Read32367	PKD1P3	PKD1P3
Read54694	PKD1P3	PKD1P3
Read2917	PKD1P4	PKD1P6
Read51179	PKD1P6	PKD1P6
Read90304	PKD1P5	PKD1P2
Read13205	PKD1P3	PKD1P1
Read70978	PKD1P1	PKD1P4
Read43324	PKD1	PKD1
Read75253	PKD1P6	PKD1P6
Read74236	PKD1P6	PKD1P6
Read78346	PKD1P1	PKD1P1
Read93378	PKD1P3	PKD1P3
Read4542	PKD1P6	PKD1P6
Read27243	PKD1P1	PKD1P5
Read19053	PKD1P3	PKD1P5
Read66774	PKD1P3	PKD1P3
Read59401	PKD1	PKD1
Read54415	PKD1P5	PKD1P5
Read40012	PKD1P5	PKD1P1
Read51720	PKD1P4	PKD1P4
Read74812	PKD1	PKD1P3
Read16287	PKD1P2	PKD1P2
Read61221	PKD1	PKD1
Read60373	PKD1P6	PKD1P6
Read14720	PKD1P2	PKD1P2
Read97902	PKD1	PKD1
Read36739	PKD1P2	PKD1P2
Read91237	PKD1P5	PKD1P5
Read80322	PKD1P3	PKD1P3
Read40743	PKD1P2	PKD1P5
Read57829	PKD1P4	PKD1P2
Read83679	PKD1P1	PKD1P5
Read27123	PKD1P5	PKD1P3
Read49149	PKD1P1	PKD1P1
Read3053	PKD1P3	PKD1P3
Read41784	PKD1P3	PKD1P3
Read61176	PKD1P6	PKD1P6
Read53783	PKD1	PKD1
Read17902	PKD1	PKD1
Read51547	PKD1P1	PKD1P1
Read6732	PKD1P1	PKD1P1
Read22232	PKD1P6	PKD1P6
Read40378	PKD1P4	PKD1P2
Read82186	PKD1	PKD1
Read9280	PKD1P4	PKD1P4
Read51457	PKD1	PKD1
Read60131	PKD1P3	PKD1P3
Read97251	PKD1P2	PKD1P1
Read72793	PKD1	PKD1
Read53326	PKD1P5	PKD1P5
Read72122	PKD1P2	PKD1P5
Read63660	PKD1P2	PKD1P2
Read93097	PKD1P2	PKD1P2
Read77227	PKD1P5	PKD1P5
Read44696	PKD1P5	PKD1P3
Read63216	PKD1P1	PKD1P1
Read48275	PKD1P4	PKD1P4
Read11047	PKD1P5	PKD1P3
Read7172	PKD1P4	PKD1P1
Read40912	PKD1P5	PKD1P5
Read54902	PKD1P6	PKD1P6
Read22523	PKD1P1	PKD1P1
Read44270	PKD1P4	PKD1P4
Read93185	PKD1P5	PKD1P1
Read42823	PKD1P3	PKD1P3
Read75619	PKD1P1	PKD1P1
Read31249	PKD1P3	PKD1P3
Read56327	PKD1P6	PKD1P6
Read67167	PKD1P3	PKD1P3
Read9201	PKD1P2	PKD1P2
Read37926	PKD1P5	PKD1P5
Read38470	PKD1	PKD1
Read478	PKD1P3	PKD1P3
Read28055	PKD1P5	PKD1P5
Read38666	PKD1	PKD1
Read51800	PKD1P4	PKD1P4
Read78746	PKD1P4	PKD1P4
Read87165	PKD1	PKD1
Read55923	PKD1P4	PKD1P6
Read56504	PKD1P6	PKD1P6
Read23748	PKD1P5	PKD1P3
Read10544	PKD1	PKD1
Read55934	PKD1P2	PKD1P2
Read37326	PKD1P4	PKD1P3
Read6067	PKD1	PKD1
Read54502	PKD1P5	PKD1P2
Read82338	PKD1P3	PKD1P3
Read93019	PKD1P3	PKD1P2
Read99198	PKD1P2	PKD1P2
Read9635	PKD1P5	PKD1P1
Read66093	PKD1P5	PKD1P1
Read57770	PKD1P2	PKD1P4
Read84637	PKD1P5	PKD1P5
Read49961	PKD1P5	PKD1P1
Read6771	PKD1P1	PKD1P5
Read33336	PKD1P5	PKD1P5
Read26108	PKD1P4	PKD1P4
Read19214	PKD1P6	PKD1P6
Read85946	PKD1P1	PKD1P1
Read40777	PKD1P1	PKD1P1
Read51343	PKD1P2	PKD1P2
Read99677	PKD1P1	PKD1P5
Read74186	PKD1P6	PKD1P6
Read91224	PKD1P1	PKD1P5
Read27890	PKD1P5	PKD1P5
Read73376	PKD1P4	PKD1P4
Read96425	PKD1	PKD1
Read28446	PKD1P4	PKD1P4
Read71124	PKD1	PKD1
Read4861	PKD1P3	PKD1P2
Read16909	PKD1P5	PKD1P2
Read37047	PKD1P3	PKD1P3
Read7400	PKD1P4	PKD1P1
Read46371	PKD1P5	PKD1P5
Read26219	PKD1	PKD1
Read13088	PKD1P4	PKD1P2
Read37646	PKD1P1	PKD1P5
Read84744	PKD1P1	PKD1P4
Read68143	PKD1P1	PKD1P1
Read58141	PKD1P3	PKD1P3
Read46577	PKD1P6	PKD1P6
Read39761	PKD1P3	PKD1P3
Read2258	PKD1P3	PKD1P5
Read76559	PKD1P3	PKD1P4
Read83310	PKD1P4	PKD1P1
Read63702	PKD1P6	PKD1P6
Read78076	PKD1P2	PKD1P2
Read4993	PKD1P3	PKD1P3
Read12497	PKD1P3	PKD1P3
Read71762	PKD1P2	PKD1P2
Read74158	PKD1P3	PKD1P1
Read84667	PKD1P4	PKD1P1
Read14201	PKD1P6	PKD1P6
Read50963	PKD1P6	PKD1P6
Read1986	PKD1P5	PKD1P5
Read7677	PKD1P3	PKD1P3
Read64783	PKD1P6	PKD1P6
Read7501	PKD1P3	PKD1P3
Read29979	PKD1P3	PKD1P3
Read66139	PKD1P3	PKD1P3
Read13638	PKD1P6	PKD1P6
Read58183	PKD1P3	PKD1P2
Read99912	PKD1P1	PKD1P1
Read61294	PKD1P1	PKD1P1
Read21994	PKD1P6	PKD1P6
Read39968	PKD1P6	PKD1P6
Read8888	PKD1	PKD1
Read35431	PKD1P4	PKD1P2
Read79024	PKD1P5	PKD1P1
Read46205	PKD1P5	PKD1P5
Read73062	PKD1	PKD1
Read34980	PKD1	PKD1
Read79720	PKD1P2	PKD1P1
Read47892	PKD1P5	PKD1P5
Read58555	PKD1	PKD1
Read46195	PKD1P1	PKD1P1
Read3885	PKD1P5	PKD1P1
Read56983	PKD1P5	PKD1P6
Read79913	PKD1P6	PKD1P6
Read16229	PKD1P5	PKD1P3
Read31540	PKD1P5	PKD1P5
Read83353	PKD1P5	PKD1P5
Read89857	PKD1P4	PKD1P4
Read55743	PKD1P2	PKD1P2
Read19296	PKD1P1	PKD1P1
